"yC3ZMb href","Vpc5Fe","GSM50","KgoSse href","y3Ibjb","OA1nbd","enjdgf","enjdgf 2"
"https://www.google.com/maps/contrib/107242680089187316350/reviews?hl=es","Amaloa Mehrer","Local Guide238 reseñas917 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNJczVTRW53RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNJczVTRW53RRIsChZDSUhNMG9nS0VJQ0FnSUNJczVUekRREhJDZ3NJMk9XaTRBVVFrY21hQVEaLQoWQ0lITTBvZ0tFSUNBZ0lDSXM1U0VYdxITQ2d3STEtV2k0QVVRc1BEbl9nSSISCQAAAAAAAAAAEbqFn-NXXKkVKhJDZ3NJMk9XaTRBVVFrY21hQVE&wv=1&d=286732336&gsas=1","Hace 5 años","La estación está limpia mientras no estén las personas alcoholicas o drogadictas, he visto mucha gente drogándose en el nivel 1 Renfe al lado de los ascensores a cualquier hora, una muy mala imagen que hacen ante el público y luego se meten adentro del ascensor fumando.Deben hacer algo ante esta situación.","·","·"
"https://www.google.com/maps/contrib/106199048032891587255/reviews?hl=es","Jaime Miguel","5 reseñas","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNNZ2ZHekdBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNNZ2ZHekdBEi4KF0NJSE0wb2dLRUlDQWdJQ01nZkd6bUFFEhNDZ3dJcHR2ZDdnVVFrSzdwb3dFGi0KFkNJSE0wb2dLRUlDQWdJQ01nZkd6V0ESE0Nnd0lwdHZkN2dVUWtLN3Bvd0UiEgkAAAAAAAAAABG6hZ_jV1ypFSoSQ2dzSW10R2YtQVVRaUk3Y2J3&wv=1&d=286732336&gsas=1","Hace 4 años","Todos los días las escaleras mecánicas apagadas , TODOS LOS DIAS.Me bajo de un tren y nunca me da tiempo a llegar al otro , nunca puedo coger el tren de las 6:06 , tengo que esperar siempre al siguiente.Ya está bien , encender las escaleras mecánicas que la gente pága por acceder a las estaciones y usar los servicios.","",""
"https://www.google.com/maps/contrib/111983086507899691519/reviews?hl=es","Norma Aly.","35 reseñas56 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNLM19tN1h3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNLM19tN1h3Ei0KF0NJSE0wb2dLRUlDQWdJQ0szX203M3dFEhJDZ3NJMTkyUmhBWVF5Tm1zUmcaLAoWQ0lITTBvZ0tFSUNBZ0lDSzNfbTdQdxISQ2dzSTE5MlJoQVlReU5tc1JnIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0kxOTJSaEFZUThOR3luUUk&wv=1&d=286732336&gsas=1","Hace 3 años","Si continuamos con cuidado evitaremos contagios.","·",""
"https://www.google.com/maps/contrib/101764965731693636267/reviews?hl=es","guerreros del espíritu Santo.Jehová CR","Local Guide42 reseñas189 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUN4OHFqdjZRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUN4OHFqdjZRRRItChZDSUhNMG9nS0VJQ0FnSUN4OHFqdkdREhNDZ3dJN1ltRW93WVFzTkxicndNGi4KF0NJSE0wb2dLRUlDQWdJQ3g4cWp2bVFFEhNDZ3dJN1ltRW93WVFzTkxicndNIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k3WW1Fb3dZUXNOTGJyd00&wv=1&d=286732336&gsas=1","Hace un año","@MUJERES VIRTUOSAS GUERRERAS DE JEHOVÁ DE LOS EJÉRCITOS Y EL ESPÍRITU SANTO Y JESUCRISTO....UN SITIO MARCADO CON GRANDES PROPÓSITOS  ASI ES NUESTRO PADRE CELESTIAL JEHOVÁ DE LOS EJÉRCITOS AMEN","·","·"
"https://www.google.com/maps/contrib/112090432860424610122/reviews?hl=es","Veronica Salinas “Verush”","Local Guide56 reseñas356 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURkM0xQanFnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURkM0xQanFnRRItChZDSUhNMG9nS0VJQ0FnSURkM0xQamFnEhNDZ3dJLUl2WnJnWVFxUENUN0FJGi4KF0NJSE0wb2dLRUlDQWdJRGQzTFBqNmdFEhNDZ3dJLUl2WnJnWVFxUENUN0FJIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0ktSXZacmdZUXFQQ1Q3QUk&wv=1&d=286732336&gsas=1","Hace 7 meses","Por el campo que tiene q para andar en cualquier hora va bien","·","·"
"https://www.google.com/maps/contrib/108710526166693487292/reviews?hl=es","Ai Br","Local Guide23 reseñas28 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUR4dVp1ZkF3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUR4dVp1ZkF3Ei0KFkNJSE0wb2dLRUlDQWdJRHh1WnVmUXcSE0Nnd0lxWWVZcEFZUTZQdjd6QU0aLQoWQ0lITTBvZ0tFSUNBZ0lEeHVadWZJdxITQ2d3SXFZZVlwQVlRNlB2N3pBTSISCQAAAAAAAAAAEbqFn-NXXKkVKhNDZ3dJcVllWXBBWVE2UHY3ekFN&wv=1&d=286732336&gsas=1","Hace un año","BASTA YA. El vigilante de seguridad en la calle tomando el sol y yo tengo que explicar a mi hija esto. BASTA YA. Con el dinero del abono transporte también estoy pagando la seguridad. Así que BASTA YA de normalizar esto.","·","·"
"https://www.google.com/maps/contrib/106398441600294495570/reviews?hl=es","raul Uzquiano","Local Guide36 reseñas104 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUQ5cUpTb2tRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUQ5cUpTb2tRRRItChZDSUhNMG9nS0VJQ0FnSUQ5cUpTb1VREhNDZ3dJNWNfQ3J3WVFnTVd5dFFJGi4KF0NJSE0wb2dLRUlDQWdJRDlxSlNvMFFFEhNDZ3dJNWNfQ3J3WVFnTVd5dFFJIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k1Y19DcndZUWdNV3l0UUk&wv=1&d=286732336&gsas=1","Hace 6 meses","Los ascensores y escaleras mecánicas  de subida no funcionan a primera hora.","·","·"
"https://www.google.com/maps/contrib/106401784226377560939/reviews?hl=es","Hucho calderon","Local Guide40 reseñas14 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUM2OE8zV2NBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUM2OE8zV2NBEi4KF0NJSE0wb2dLRUlDQWdJQzY4TzNXOEFFEhNDZ3dJM3MycWt3WVE4SlMzc3dFGi0KFkNJSE0wb2dLRUlDQWdJQzY4TzNXQ0ESE0Nnd0kzczJxa3dZUThKUzNzd0UiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3STNzMnFrd1lROEpTM3N3RQ&wv=1&d=286732336&gsas=1","Hace 2 años","Hoy e visto como en las taquillas le quitaban a una chica negra el abono teniendo documento y la trataban bastante mal da asco la seguridad de esta estación y de la mayoría no es la primera vez la policía solo mira y chao a la chica la an quitado el abono teniendo dni racistas sin placa y los de placa más racistas","·","·"
"https://www.google.com/maps/contrib/113312391165791555780/reviews?hl=es","RICARDO SANZ NUÑEZ","20 reseñas2 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNtenByM1JnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNtenByM1JnEi4KF0NJSE0wb2dLRUlDQWdJQ216cHIzeGdFEhNDZ3dJbHNPdGpnWVFnTFdPcHdJGi0KFkNJSE0wb2dLRUlDQWdJQ216cHIzSmcSE0Nnd0lsc090amdZUWdMV09wd0kiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3SWxzT3RqZ1lRZ0xXT3B3SQ&wv=1&d=286732336&gsas=1","Hace 2 años","Cuantos Ingenieros tienen que volver a España para que arregléis las escaleras mecánicas??al menos si hay una que funciona ponedla para que la gente suba, que van los ascensores hasta arriba","·",""
"https://www.google.com/maps/contrib/107983730586884349019/reviews?hl=es","luis manuel quiroga López","Local Guide709 reseñas8724 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURVdmRXRGFREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURVdmRXRGFREi0KFkNJSE0wb2dLRUlDQWdJRFV2Zld3ZXcSE0Nnd0k4SnV3NndVUXlKWFIxd0kaLQoWQ0lITTBvZ0tFSUNBZ0lEVXZmV3dCdxITQ2d3SThKdXc2d1VReUpYUjF3SSISCQAAAAAAAAAAEbqFn-NXXKkVKhNDZ3dJOEp1dzZ3VVF5SlhSMXdJ&wv=1&d=286732336&gsas=1","Hace 5 años","Un intercambiador de metro la linea 6 de metro de madrid y Cercanias de Renfe. Es una estacion que siempre esta sucia, si una escalera se estropea pueden pasar dias , e incluso semanas hasta que las arreglan. Te puedes encontrar a gente drogandose por los pasillos. Los ascensores siempre sucios , como si los usuarios orinasen en ellos. El movil no tiene conexión.  Una maravilla,  vamos.!!!","·","·"
"https://www.google.com/maps/contrib/100403397370766931661/reviews?hl=es","mecomiatuabuela , “y estaba rica”","1 reseña","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURLdkxqOFR3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURLdkxqOFR3Ei4KF0NJSE0wb2dLRUlDQWdJREt2TGo4endFEhNDZ3dJMmFmRGhBWVF3THpjb1FJGi0KFkNJSE0wb2dLRUlDQWdJREt2TGo4THcSE0Nnd0kyYWZEaEFZUXdMemNvUUkiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3STJhZkRoQVlRd0x6Y29RSQ&wv=1&d=286732336&gsas=1","Hace 3 años","Muy bonita estación, todos los días cuando voy a trabajar uso la renfe, la única pega son los mosquitos que hay, siempre te acaba picando alguno y te deja un hinchazón grande durante al menos un par de horas, a ver si pueden controlar esa plaga de alguna forma.","",""
"https://www.google.com/maps/contrib/102320326306676333222/reviews?hl=es","Héctor Real","Local Guide627 reseñas1655 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURBOHNPckxREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURBOHNPckxREi0KF0NJSE0wb2dLRUlDQWdJREE4c09yclFFEhJDZ3NJNkxhNzF3VVF3T3VxYWcaLAoWQ0lITTBvZ0tFSUNBZ0lEQThzT3JiURISQ2dzSTZMYTcxd1VRd091cWFnIhIJAAAAAAAAAAARuoWf41dcqRUqEkNnc0k2TGE3MXdVUXdPdXFhZw&wv=1&d=286732336&gsas=1","Hace 6 años","Estación doble, con Cercanías y Metro. Desde la calle, ascensor hasta el vestíbulo de ambas estaciones, pero del vestíbulo al andén sólo hay ascensor en Metro, en Cercanías para variar acceso cero para sillas de ruedas o carros de bebé. Renfe-Adif, menos gastar en el Ave y más en las necesidades del día a día de la gente. Comentar que no hay aseos pero acaban de instalar un baño público enfrente de los ascensores, en la calle (coste 10 céntimos).","·","·"
"https://www.google.com/maps/contrib/118163232683879680959/reviews?hl=es","Ma Ca","Local Guide47 reseñas","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURTX0szbG9nRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURTX0szbG9nRRItChZDSUhNMG9nS0VJQ0FnSURTX0szbFlnEhNDZ3dJNS1EeV9nVVF3TmJVZ2dNGi4KF0NJSE0wb2dLRUlDQWdJRFNfSzNsNGdFEhNDZ3dJNS1EeV9nVVF3TmJVZ2dNIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k1LUR5X2dVUXdOYlVnZ00&wv=1&d=286732336&gsas=1","Hace 3 años","Estación de cercanias que pertenece a la C5. Hace unos años la reformaron y no la dejaron mal.... Pero esa iluminación que pusieron es pesima. Comunica con el metro. Dispone de ascensores.","·",""
"https://www.google.com/maps/contrib/112392988417327565206/reviews?hl=es","Jose Manuel Leonardo Casado","2 reseñas16 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURDZ0pXM1RnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURDZ0pXM1RnEi4KF0NJSE0wb2dLRUlDQWdJRENnSlczemdFEhNDZ3dJdl9Qbi1nVVEtTUs5eGdNGi0KFkNJSE0wb2dLRUlDQWdJRENnSlczTGcSE0Nnd0l2X1BuLWdVUS1NSzl4Z00iEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3SXZfUG4tZ1VRLU1LOXhnTQ&wv=1&d=286732336&gsas=1","Hace 4 años","Estación de cercanías poco iluminada. Las escaleras y pasillos de acceso menos iluminados todavía. Muy oscuros. Cuando hay poco tránsito de viajeros da un poco de miedo pasar.Que los responsables de Renfe tomen nota y revisen el sistema de iluminación. Hay otras estaciones de la línea, como la estación cercana de Embajadores, que tienen buena iluminación. Por favor, que la de Lucero también la tenga y sea pronto.Que también revisen la accesivilidad  de la misma y de tantas otras de Cercanías para que las personas con movilidad reducida puedan acceder hasta el andén.","·",""
"https://www.google.com/maps/contrib/108097635056892218981/reviews?hl=es","Jotha Core","5 reseñas","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUMwaE5qUDdnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUMwaE5qUDdnRRItChZDSUhNMG9nS0VJQ0FnSUMwaE5qUEhnEhNDZ3dJNk1YMDZ3VVFvUEd4b3dNGi4KF0NJSE0wb2dLRUlDQWdJQzBoTmpQbmdFEhNDZ3dJNk1YMDZ3VVFvUEd4b3dNIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k2TVgwNndVUW9QR3hvd00&wv=1&d=286732336&gsas=1","Hace 5 años","Poco se habla de la cantidad de mosquitos que hay dentro del anden, hacía dos años que no pasaba por ahí y ya estaba infectado, pasé hoy y sigue igual, encima me picarón.","",""
"https://www.google.com/maps/contrib/106344543038004488816/reviews?hl=es","Angel Garcia Lacuesta","Local Guide905 reseñas4453 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUQ3M09HUy1nRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUQ3M09HUy1nRRItChZDSUhNMG9nS0VJQ0FnSUQ3M09HU0JnEhNDZ3dJNmF5Y3RnWVFxSnpUNEFJGi4KF0NJSE0wb2dLRUlDQWdJRDczT0dTaGdFEhNDZ3dJNmF5Y3RnWVFxSnpUNEFJIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k2YXljdGdZUXFKelQ0QUk&wv=1&d=286732336&gsas=1","Hace un mes","Enlace de metro con líneas importantes","·","·"
"https://www.google.com/maps/contrib/108948307745317243870/reviews?hl=es","Marta Barriga","Local Guide77 reseñas","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURtcF96bzF3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURtcF96bzF3RRIsChZDSUhNMG9nS0VJQ0FnSURtcF96b053EhJDZ3NJa0lpWmtBWVE0UFBoZGcaLQoXQ0lITTBvZ0tFSUNBZ0lEbXBfem90d0USEkNnc0lrSWlaa0FZUTRQUGhkZyISCQAAAAAAAAAAEbqFn-NXXKkVKhJDZ3NJa0lpWmtBWVE0UFBoZGc&wv=1&d=286732336&gsas=1","Hace 2 años","Estación insegura. Las máquinas cada día funciona peor y son muy lentas. Hoy,sin ir más lejos,una máquina me cobraba una cosa y la de al lado otra. Y para las personas con discapacidad física es imposible","·",""
"https://www.google.com/maps/contrib/116686997326363831019/reviews?hl=es","Nicoleta Murgeanu","Local Guide38 reseñas403 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURSdXRxTXpBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURSdXRxTXpBRRIsChZDSUhNMG9nS0VJQ0FnSURSdXRxTUxBEhJDZ3NJNHRtVW9nWVF5TFBOV3caLQoXQ0lITTBvZ0tFSUNBZ0lEUnV0cU1yQUUSEkNnc0k0dG1Vb2dZUXlMUE5XdyISCQAAAAAAAAAAEbqFn-NXXKkVKhJDZ3NJNHRtVW9nWVF5TFBOV3c&wv=1&d=286732336&gsas=1","Hace un año","En esta época del año es súper hermoso yuy agradable para pasar un rato en el parque con unas vista preciosas","·","·"
"https://www.google.com/maps/contrib/102991555937799717635/reviews?hl=es","Óscar josé Fernández Vergara","Local Guide160 reseñas163 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNRaDZLU1h3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNRaDZLU1h3Ei0KF0NJSE0wb2dLRUlDQWdJQ1FoNktTM3dFEhJDZ3NJeE5lWXd3VVFnTzNtUVEaLAoWQ0lITTBvZ0tFSUNBZ0lDUWg2S1NQdxISQ2dzSXhOZVl3d1VRZ08zbVFRIhIJAAAAAAAAAAARuoWf41dcqRUqEkNnc0l4TmVZd3dVUWdPM21RUQ&wv=1&d=286732336&gsas=1","Hace 7 años","El punto estratégico de transporte. Metro-Bus-Renfe.","·","·"
"https://www.google.com/maps/contrib/103831152637898695596/reviews?hl=es","JUAN JOSE SERENA ORDOÑEZ","Local Guide312 reseñas24 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURBLW9mdGZ3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURBLW9mdGZ3Ei4KF0NJSE0wb2dLRUlDQWdJREEtb2Z0X3dFEhNDZ3dJbjZuSXd3VVFnSnkzcHdNGisKFENJSE0wb2dLRUlDQWdJREEtb2NkEhNDZ3dJbjZuSXd3VVFnSnkzcHdNIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0luNm5Jd3dVUWdKeTNwd00&wv=1&d=286732336&gsas=1","Hace 7 años","Muy buen transporte, tanto tres, metro y autobus","·","·"
"https://www.google.com/maps/contrib/107691615199222099150/reviews?hl=es","ricardo sepulveda palacios","Local Guide523 reseñas","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURaekk2b3RRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURaekk2b3RRRRItChZDSUhNMG9nS0VJQ0FnSURaekk2b2RREhNDZ3dJOW92SXFBWVFnSzM5OGdJGi4KF0NJSE0wb2dLRUlDQWdJRFp6STZvOVFFEhNDZ3dJOW92SXFBWVFnSzM5OGdJIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0k5b3ZJcUFZUWdLMzk4Z0k&wv=1&d=286732336&gsas=1","Hace 11 meses","Muy bien muy grande hoy mucho para caminar y hacer deporte","·",""
"https://www.google.com/maps/contrib/112950462598316465277/reviews?hl=es","Sol LL","Local Guide243 reseñas","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURZbmRXMkRnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURZbmRXMkRnEi4KF0NJSE0wb2dLRUlDQWdJRFluZFcyamdFEhNDZ3dJbU1LQzV3VVE0Slh6cndJGi0KFkNJSE0wb2dLRUlDQWdJRFluZFcyVGcSE0Nnd0ltTUtDNXdVUXNNMzl4Z0UiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3SW1NS0M1d1VRNEpYenJ3SQ&wv=1&d=286732336&gsas=1","Hace 5 años","El personal de cercanías NO AYUDA!!! Estás llamando por telefonillo y no llegan y la que hay por las mañanas de días de semana es una borde!!.. Con la que está cayendo y exista gentuza que busque trabajar en atención al cliente y no sirva para ni eso!!","·",""
"https://www.google.com/maps/contrib/102675908520274660387/reviews?hl=es","Ma Ca","Local Guide1.249 reseñas21888 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURRcU5MV0h3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURRcU5MV0h3Ei0KFkNJSE0wb2dLRUlDQWdJRFFxTkxXWHcSE0Nnd0k5OWZjNmdVUWlMZTVnUUkaLQoWQ0lITTBvZ0tFSUNBZ0lEUXFOTFdQdxITQ2d3STk5ZmM2Z1VROE5hV2pRRSISCQAAAAAAAAAAEbqFn-NXXKkVKhNDZ3dJczgzRjF3VVFnTktLc3dJ&wv=1&d=286732336&gsas=1","Hace 5 años","Estación moderna y amplia, comunica con los trenes de la c5 de Renfe. La estación suele estar limpia. Tiene ascensores. Comunica el cercanías directamente con el metro.","·","·"
"https://www.google.com/maps/contrib/117356770380446557320/reviews?hl=es","FLASH MOBIL DISTRIBUIDOR martinez ruidiaz","Local Guide33 reseñas52 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNaLXZfdERBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNaLXZfdERBEi0KF0NJSE0wb2dLRUlDQWdJQ1otdl90akFFEhJDZ3NJaDlId3B3WVFvSURhSFEaLAoWQ0lITTBvZ0tFSUNBZ0lDWi12X3RUQRISQ2dzSWg5SHdwd1lRb0lEYUhRIhIJAAAAAAAAAAARuoWf41dcqRUqEkNnc0loOUh3cHdZUW9JRGFIUQ&wv=1&d=286732336&gsas=1","Hace un año","Es una estación muy grande y complicada para ubicarse","·","·"
"https://www.google.com/maps/contrib/110665998775093729648/reviews?hl=es","DANY YOLI","Local Guide651 reseñas5662 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURPM0pQUXZRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURPM0pQUXZRRRItChZDSUhNMG9nS0VJQ0FnSURPM0pQUWZREhNDZ3dJeTZ6MWxRWVEtTnJnamdNGi4KF0NJSE0wb2dLRUlDQWdJRE8zSlBRX1FFEhNDZ3dJeTZ6MWxRWVEtTnJnamdNIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0l5NnoxbFFZUS1OcmdqZ00&wv=1&d=286732336&gsas=1","Hace 2 años","Estación perteneciente a Línea 6. Tiene un entorno con varios parques para realizar ejercicios y dar paseos...","·","·"
"https://www.google.com/maps/contrib/112917519320468962351/reviews?hl=es","youness warid","Local Guide15 reseñas145 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNlNXJ5dVN3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNlNXJ5dVN3Ei4KF0NJSE0wb2dLRUlDQWdJQ2U1cnl1eXdFEhNDZ3dJc01QX21BWVEtT2lKNXdFGi0KFkNJSE0wb2dLRUlDQWdJQ2U1cnl1S3cSE0Nnd0lzTVBfbUFZUS1PaUo1d0UiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3SXNNUF9tQVlRLU9pSjV3RQ&wv=1&d=286732336&gsas=1","Hace 2 años","Los sitios que ha visitado maravillosos hay algunaoo excelentes y algunosmenos y algunos más pero en nivel general está todo muy bien","·","·"
"https://www.google.com/maps/contrib/108518487375326013214/reviews?hl=es","Ever Camacho","Local Guide105 reseñas398 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUR1dElLdndBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUR1dElLdndBRRItChZDSUhNMG9nS0VJQ0FnSUR1dElLdklBEhNDZ3dJaGNIa2x3WVF3UFg5NWdFGi4KF0NJSE0wb2dLRUlDQWdJRHV0SUt2b0FFEhNDZ3dJaGNIa2x3WVF3UFg5NWdFIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0loY0hrbHdZUXdQWDk1Z0U&wv=1&d=286732336&gsas=1","Hace 2 años","Hoy disfrute de las comparsas de los Hermanos Latinos en Madrid","·","·"
"https://www.google.com/maps/contrib/104994589838470741169/reviews?hl=es","Jesús Martínez","Local Guide361 reseñas2869 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN1b3ZTX1BREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUN1b3ZTX1BREi4KF0NJSE0wb2dLRUlDQWdJQ3VvdlNfdlFFEhNDZ3dJcDdEMGxnWVF1T20yeXdNGi0KFkNJSE0wb2dLRUlDQWdJQ3VvdlNfZlESE0Nnd0lwN0QwbGdZUXVPbTJ5d00iEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3SXA3RDBsZ1lRdU9tMnl3TQ&wv=1&d=286732336&gsas=1","Hace 2 años","Es una estación de transporte público en la que coinciden la línea 6 de metro, una de las líneas de cercanías de RENFE y 4 líneas de autobús de la EMT.","·","·"
"https://www.google.com/maps/contrib/107597566993421516553/reviews?hl=es","Cristina Ceverino","2 reseñas6 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURxMnBEWFBREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURxMnBEWFBREi4KF0NJSE0wb2dLRUlDQWdJRHEycERYdlFFEhNDZ3dJM2NTTmh3WVFrTTNhNmdFGi0KFkNJSE0wb2dLRUlDQWdJRHEycERYZlESE0Nnd0kzY1NOaHdZUWtNM2E2Z0UiEgkAAAAAAAAAABG6hZ_jV1ypFSoTQ2d3STNjU05od1lRa00zYTZnRQ&wv=1&d=286732336&gsas=1","Hace 3 años","Me encanta para hacer deporte sus árboles me gustan mucho y es un lugar que me recuerda mucho a Antonio y Asunción","·",""
"https://www.google.com/maps/contrib/108234479762818195281/reviews?hl=es","N Ramos “Octubre”","Local Guide58 reseñas2 fotos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNhN1A2ckNBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNhN1A2ckNBEi0KF0NJSE0wb2dLRUlDQWdJQ2E3UDZyaUFFEhJDZ3NJOHUzMGh3WVFrTFQ1SUEaLAoWQ0lITTBvZ0tFSUNBZ0lDYTdQNnJTQRISQ2dzSTh1MzBod1lRa0xUNUlBIhIJAAAAAAAAAAARuoWf41dcqRUqEkNnc0k4dTMwaHdZUWtMVDVJQQ&wv=1&d=286732336&gsas=1","Hace 3 años","Siempre que espero en esta parada me comen los mosquitos,  vuelvo a casa llena de picaduras","·","·"
"https://www.google.com/maps/contrib/115465848160069654515/reviews?hl=es","JAIME G2","Local Guide349 reseñas290 fotos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNlN0tLODVnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNlN0tLODVnRRItChZDSUhNMG9nS0VJQ0FnSUNlN0tLOEZnEhNDZ3dJcDhybW1BWVFpSm1xc3dJGi4KF0NJSE0wb2dLRUlDQWdJQ2U3S0s4bGdFEhNDZ3dJcDhybW1BWVFpSm1xc3dJIhIJAAAAAAAAAAARuoWf41dcqRUqE0Nnd0lwOHJtbUFZUWlKbXFzd0k&wv=1&d=286732336&gsas=1","Hace 2 años","Hay estación de metro y cercanías, esta bien comunicada con Emt y varios servicios que hay alrededor","·","·"
