Review
Tranvía frecuente entre semana
"Bastante cómodo, aunque tarda demasiado hasta Aravaca, para mi gusto"
tarda ocho minutos hasta la linea 10 comodo y rapido
Un lujo tener el metro ligero en la puerta del trabajo
