"Buena estación, pero no puedes comprar billetes en uno de los lados, y necesitas cruzar para comprarlos. Lo arreglaron 👍 (13/02/2023)…"
"Pozuelo oeste es una estación del servicio de metro ligero 2 en somosaguas en Madrid España"
