"Es una de las estaciones 'top' de la red de Madrid,por su situación ( en pleno paseo de la Castellana y cerca de oficinas y comercios) y por ser un intercambiador importante entre metro, cercanías y autobuses ( urbanos sobre todo).Es amplia y por ella pasan multitud de líneas de cercanías ( todas las que van de Atocha a Chamartín y viceversa)y varias de metro también ( L6,L10,L8..) Entre cercanías y metro hay conexiones por rampas automáticas que permiten recorrer los amplios pasillos sin esfuerzo."
"No tengas miedo a partir de aquí no cargas con las valijas, todo es cinta, escalera mecánicas o elevador, cuando vas a entrar si nunca fuiste al aeropuerto debes cargar la tarjeta con euros 3 , es un impuesto portuario, todo en las máquinas que te llevan muy fácil, lo pagas una sola vez!! También podes sacar la tarjeta del metro allí!!"
"Estación con buen acceso y adaptada para personas con movilidad reducida. Mucho calor en verano y poco ventilada. Goteras por muchos sitios."
"Es uno de los principales intercambiadores de la ciudad. Cuenta con conexión con las líneas 6, 8 y 10 de Metro de Madrid y con servicio de taxi. Líneas de autobús 14, 27, 40, 147 y 150 en el Paseo de la Castellana y C2 en la calle Raimundo Fernández Villaverde. Entre las 8:10 y las 8:30 no suele estar muy concurrido, por lo que es cómodo y seguro. Como datos que facilita Renfe: vestíbulos en diferentes estancias, total 9365 m², 58 escaleras mecánicas y 37 escaleras no mecánicas, 3 rampas, anchura entre 1 metro y 1,89 metros, pasillos subterráneos peatonales. Andenes: 1-4 (Túnel de Recoletos): longitud 325 metros, anchura 5,6 metros, superficie 1820 m²; 6 y 8 (Túnel de Sol): longitud 240 metros, anchura 4,7 metros, superficie 1128 m². Creo que es de los mejores intercambiadores Cercanías - Metro."
"Estación de metro de Madrid, con mucho movimiento ya que está en plena Castellana de Madrid, muy cerca del Santiago Bernabeu, zona comercial y además confluye linea de cercanías de la Renfe. Pasillos muy anchos"
"Quería valorar el buen servicio que me ha dado una trabajadora del metro que estaba en el puesto a las 21:30 en el acceso desde la línea 10 de nuevos ministerios a Renfe. Le he contado que no me sabía manejar bien en el cercanías de nuevos ministerios y me ha explicado de la mejor manera y super agradable el funcionamiento de los trenes asegurándose de que lo había entendido. Le di las gracias pero siento que no es suficiente y quería dejar por escrito su buen trabajo. No me sé su nombre, solo que tenía los ojos azules y que era majisima. ¡Gracias!"
"Intercambiador de transporte público. Líneas de metro 6, 8 y 10."
"La estación es bastante grande, comunica el metro con Renfe. Pasan la mayoría de las líneas por ahí a excepción de la c5 y la de Cercedilla. Tiene 3 líneas de metro la 6, la 8 y la 10. La línea 8 es la del aeropuerto de Madrid (Adolfo Suárez / Barajas). Tiene amplios vestíbulos. Las instalaciones no están muy mal del todo, salvo alguna gotera... Suele estar limpia la estación. También tiene mucha afluencia de gente."
"Una de las estaciones principales de Madrid y muy bien organizada"
"Estación de metro con conexión a otros servicios de tren. Con aseos y parada de taxis en el exterior. Con acceso directo a centro comercial de El Corte Inglés Una de las estaciones con mas disponibilidad de líneas, tanto de Metro, como de Cercanías."
"Estación bastante grande y bien ubicada, al lado de El Corte Inglés. Lo malo son las indicaciones, ya que hay pocas e incluso algunas mal puestas que hacen dudar y si no preguntas o miras el mapa no te sitúas y te pierdes."
"Estación de cercanías clave en Madrid por su enlace con el aeropuerto y por su cercania al Estadio Santiago Bernabeu, el mejor del mundo."
"Situado bajo el Paseo de la Castellana, es uno de los principales intercambiadores modales de la ciudad con Avenida de América y Príncipe Pío. De hecho, es el segundo de España por número de pasajeros. Ocho líneas de cercanías Renfe y tres líneas de Metro transportan cada año millones de pasajeros a uno de los centros económicos y comerciales de la ciudad: Azca. También cuenta con un aparcamiento para 160 vehículos y una parada de taxis. El diseño arquitectónico ha buscado minimizar los recorridos y conceder amplios espacios diáfanos al usuario. Para mayor comodidad, los ascensores facilitan el acceso hasta la calle y los pasillos rodantes agilizan el tránsito por los corredores más largos. Un enorme mural con el perfil de la Castellana preside el vestíbulo principal. La historia de la llegada del Metro de Madrid a esta estación empieza en 1979 con la apertura del primer tramo de la línea 6 entre Cuatro Caminos y Pacífico. Más tarde, en 1982, se abrió la línea 8 entre Fuencarral y Nuevos Ministerios, comunicada con la línea 6 por un largo pasillo y con dos accesos en el Paseo de la Castellana. En 1986 se prolongó la línea 8 hasta Avenida de América, tramo que se cerró 10 años después para llevar a cabo la unión de la línea 10 y la antigua línea 8. Ya a principios del siglo XXI, en 2001, la estación sufrió cierres prolongados para su reforma integral en la zona de la línea 10, en la estación de cercanías, donde se modificó el acceso sur para hacer hueco a la prolongación de la nueva línea 8 y un vestíbulo con terminales de facturación. En 2002 se inauguró la prolongación de la línea 8 y en 2007 llegó hasta las Terminal 4 del aeropuerto de Barajas."
"Las instalaciones no están mal. Se echa de menos un punto de información, sobre todo para los que no somos residentes en Madrid."
"Estación de tren urbano, el cual esta adjunto a las instalaciones del Aeropuerto de Madrid. Sobrada eficiencia en los ingresos y traslados; sobresaliente limpieza"
