"Estación moderna de bonito diseño, tiene parking gratuito para dejar el coche a ambos lados , el de más abajo tiene acceso al vestíbulo de la estación por escalera mecánica y ascensor, parking para bicis dentro del vestíbulo; limpia y con acceso para minusválidos , un torniquete más grande de movilidad reducida y dos ascensores del vestíbulo a ambos andenes"
"Me gusta porque la estación está muy bien, está muy bonita comunicada y me deja muy cerca del trabajo y está la salida de la linea que cojo al lado de casa."
"Poca frecuencia de tren y las pantallas dicen tren entrando en andén, pasan varios  minutos, no entra ninguno."
"Estafadores de lo público.. Horas punta.10 minutos de espera... Que viva su libertad,, nosotros estamos secuestrados por su ineficacia y el desastre de su gestión. Maltratadores. Y aquí no hay comisiones de investigación.?"
"Es una pena la horas punta por la frecuencia de trenes y tamaño del mismo, pero por lo demás me parece que está muy bien y no necesita demasiadas mejorar dentro de la estación"
"Parada de la línea 9 ideal para ir de compras y al auditorio Miguel Ríos cuando hay concierto, amplio párking y Bicinrivas si vas a Madrid."
"Vivo hace muchos años en Rivas y me veo obligada a tomar el metro diariamente como muchas otras personas y es bastante incomodo que todos los días el metro en la hora de la mañana pase cuando quiera, unos días es cada 3 minutos otros cada 7 y hay otros cada 15 minutos, me parece que es una falta de respeto con las personas que lo utilizamos diariamente, al parecer tomar el metro a su hora algunos días es cuestión de suerte."
"ESTAFA DE METRO, HORA PUNTA 10 minutos esperando  saturado, engaño permanente de un transporte público privatizado.. Desastre de gestión, no hay responsabilidad en el mal funcionamiento.. Nadie resuelve este problema grave nos tratan como ganado, nadie se queja.. Señores políticos de lo público privado ustedes gestionan lo público para beneficiar a quien?"
"Recinto muy limpio. Bien ventilado. Casi siempre se puede encontrar personal para consultar. 2 accesos uno en cada parking solo una salida (principal) Mucho sitio para aparcar (sobre todo acceso desde polígono). Buena iluminación en general (menos la zona de ascensores). Circulación fluida (varias salidas de andén, ascensores corredores elevados, muchas tolvas y para ambos sentidos...). Aglomeración inevitable en horas puntas pero soportable. Pegas: Mucho tiempo de espera (no es culpa de la estación  pero es un dato importante). Comunicación regular con otros medios de transporte (opinión personal) dos paradas de autobuses relativamente cerca (3-7 min caminando aprox.), una especie de parada para taxis (nunca la he visto funcionar como tal) y una zona de alquiler de bicis (ninguna pega)."
"10 minutos para pillar un metro, L A M E N T A B L E"
"Voy cada día a trabajar y regreso, aunque ha crecido la demografía en los últimos años, siguen con trenes de solo dos vagones incluso durante la pandemia, tardan de diez a doce minutos en horas punta y va caso siempre extremadamente lleno."
"7,55am dos vagones de metro no podemos pasar la frecuencia 8minutos cronometrado ...que más quieren que empujamos el metro ...no han pensado que su gestión nefasta y sistemática de maltratar a los usuarios ..deben de dimitir ..no valen para estono y lo saben  .su ineficacia es negligente .Alguien debería poner fin a esto .Políticos ...su concepto del servicio público es este ...Vallanse ,Vecinos de Rivas ..cual es que abrá una manifestación por este grave problema .Expulsamos a esta gente de sus sillones ..que tengan un trabajo que les haga usar esta basura de metro que han creado"
"Instalaciones buenas, personal super atento y muy amable, tanto los de seguridad como los de la estación en sí. Las máquinas nuevas, las entradas también y los andenes limpios. Zona además tranquila que no parece poco segura. Parking amplio, también tiene parking de bici interior y exterior. No le doy 5 estrellas porque los horarios de los trenes van de los 10 a los 16 minutos, cierra super pronto y son muy lentos."
"Las instalaciones estan geniales pero ya sabemos todos los que vivimos en Rivas que el horario es muy complicado ya que cierra mucho antes que en Madrid centro y ademas pasan los trenes cada 8-10 minutos, una exageración!! Por lo demás bien, buen parking y comodidad y muy buena seguridad e información en taquilla."
"Una buena estación de metro con buen servicio y limpieza. Lo que no me gusta es que no hay ningún baño en ninguna estación. A parte de eso bien. La utilizo para dejar el coche ahí y transportarme al centro. Lo q hay que hacer por culpa de la Carmena"
"Puedes disfrutar de todos los centros comerciales tienes de todo y hay muchísimos sitio para aparcar"
"Que vergüenza en hora punta 7 de la mañana y el tren pasa cada 4 minutos y tan solo un par de vagones, por favor mejorar esta situación para todos los que vivimos en Rivas, quieren que no usemos el coche pero es una verdadera vergüenza este metro... no tenía espacio ni para la foto."
"es una verguenza los horarios y que el tren sea tan pequeño vamos como sardinas en lata!..luego trenes de 9 min o asi a primeras horas de la mañana que para enlazarlo con la renfe direcion guadalajara es complicado 10 min esperando o mas..aparte ni baños ni bancos para poder sentarse."
"Estación semicerrada que cuenta geralmente con vigilante y personal de metro. Es una estación muy fría. No hay bar ni tiendas. Cuenta con aparcamiento de bicis dentro del hall, Ascensor y limpieza. Servicio de Metro línea 9B muy mejorable en el servicio ofrecido. Accesible."
"Me gusta"
"Al fin aumentan el horario de actividad, eso sí, por las mañanas muchas veces se va como sardinas en lata, trenes cortos y con intervalos de tiempo demasiado grandes, es necesario que esto cambie, hay veces que algunas personas han tenido que quedarse fuera por no caber en el vagon"
"Por lo general tiene un servicio lento y poco frecuente, el tiempo medio entre tren y tren es de unos 6-7 minutos,  y por la noche hasta de 18 minutos!! Horario especial, el último tren pasa antes (creo que sobre las 11). Los trenes son cortos máximo 3 vagones."
