"Una vergüenza el metro de Madrid, salir de tu trabajo para ir a tu casa a comer, llegar al metro un domingo y ver que el metro tarda 12 min... Así todos los fin de semana. Uno paga su abono para que el servicio sea pésimo y los que trabajamos en la zona, tengamos que perder tiempo valioso en llegar a nuestras casas"
"Hospital comarcal relativamente Nuevo Tiene instalaciones en mal estado y las está utilizando el paciente EL personal, depende... Hay algunas que debería aprender Educación y Respero Mucha espera para Consultas Externas"
"Negligencia tras negligencia. Gracias a la terrible gestión de este ""hospital"" y cierto personal médico, mi tía ha estado a punto de morir, y se encuentra ahora en la paz en la uci luchando por vivir. Si no hubiese pasado por el infanta sofia no habría llegado nunca al estado actual. Y no es la primera negligencia, ya ha habido operaciones anteriores mal hechas, dejando gasas dentro y medio ciega a mi tía hace años. 3 denuncias van ya, y ahora vamos a por la 4. Ojalá cambien su modus operandi y empiecen a valorar la vida de las personas como merecen, derivando a especialistas cuando es necesario y sin dejar pasar el tiempo y dando altas aleatorias para que los pacientes tengan que volver aún en peores condiciones que como entraron al principio. La sanidad pública debería ser de calidad y protegerse y desde luego este hospital no la representa en absoluto."
"Contrario a lo que diga la mayoría, el trato en urgencias es excelente, teniendo en el personal que disponen. Hemos estado 3 veces en urgencias y siempre nos han atendido muy bien y el tiempo de espera es uno normal para la cantidad de personas que había. De mi parte les doy un 10 por el esfuerzo ."
"A mi siempre el trato genial. Gracias a ellos sigo aquí. Un 100 por 100 con ellos"
"Gran Hospital aunque tine infinidad de cosas que mejorar todas asumibles haber si los gestores desean realizarlas."
"Es una vergüenza de lugar si vienes de urgencias. He llegado a esperar hasta 3 horas para el resultado de una radiografía. Me considero una persona empática y comprendo que hay mucho trabajo y poco personal, pero al final las pacientes somos quienes nos vemos afectadas y, de verdad, es una vergüenza."
"Más de 6 horas de lista de espera para ser atendido en urgencias. Personas quejándose por el dolor horas y horas sin ser atendidos, gente agotada durmiendo sobre los bancos, pasando frío en la sala de espera, gente con tos que parecía que se le iba a partir el pecho, con fiebre...pero el hospital parecía abandonado, sin personal...sin vida. Destacar la buena predisposición del personal de seguridad, que aparte de realizar sus funciones, también realizaba la de celador."
"El comentario es para urgencias : un 0 ya sería mucho....En varias ocasiones he tenido esperas de más de 4 horas, sin tener las salas llenas, y en el exterior los ats de urgencias fumando un cigarrillo en grupo. Poca o nula profesionalidad"
"Las únicas personas agradables las mujeres de recepción de ginecología, vas para una urgencia a las 9;45, y hasta las 11 de la mañana no aparecen l@s ginecólogos, y para una urgencia!! Luego si vas por qué te preocupa algo que no has tenido en tu vida , parece como si les molestará , tampoco tienen empatía, claro que sí podés cita a tu médico te la dan para dentro de mucho cuando ya o te has muerto o se te ha pasado el dolor👍🏼, de p. Pena!"
