"URL","Usuario","Fecha","Info","Reseña"
"https://www.google.com/maps/contrib/113174170092704247107/reviews?hl=es","Ángel G.","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNBM2VlTkpBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNBM2VlTkpBEi4KF0NJSE0wb2dLRUlDQWdJQ0EzZWVOcEFFEhNDZ3dJNVpQTDFRVVFnSmEtendNGi0KFkNJSE0wb2dLRUlDQWdJQ0EzZWVOWkESE0Nnd0k1WlBMMVFVUWdKYS16d00iEgkAAAAAAAAAABG0rq5KbpOx4CoTQ2d3STVaUEwxUVVRZ0phLXp3TQ&wv=1&d=286732336&gsas=1","Hace 6 años","Máquinas expendedoras con buenos precios"
"https://www.google.com/maps/contrib/111413337398049969089/reviews?hl=es","Maria Vörös","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURTLTU3ZEx3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURTLTU3ZEx3Ei4KF0NJSE0wb2dLRUlDQWdJRFMtNTdkcndFEhNDZ3dJZ3BIdl93VVFxTXlPeXdFGi0KFkNJSE0wb2dLRUlDQWdJRFMtNTdkYncSE0Nnd0lncEh2X3dVUXFNeU95d0UiEgkAAAAAAAAAABG0rq5KbpOx4CoTQ2d3SWdwSHZfd1VRcU15T3l3RQ&wv=1&d=286732336&gsas=1","Hace 3 años","Maravillosa!!"
"https://www.google.com/maps/contrib/116001945779390157799/reviews?hl=es","Yogendra Singh","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNSbU1pcFl3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNSbU1pcFl3Ei4KF0NJSE0wb2dLRUlDQWdJQ1JtTWlwNHdFEhNDZ3dJalByMW9BWVFvS19tOGdFGi0KFkNJSE0wb2dLRUlDQWdJQ1JtTWlwRXcSE0Nnd0lqUHIxb0FZUW9LX204Z0UiEgkAAAAAAAAAABG0rq5KbpOx4CoTQ2d3SWpQcjFvQVlRb0tfbThnRQ&wv=1&d=286732336&gsas=1","Hace un año","Very useful metro station ;) as it's next to el corte ingles shopping mall and it.get connected to las tablas metro line 10 and then metro line 10 give you connectivity to other part of city and in the other end it get connected to pinar de chamartin so you have another connectivity to other part of the City"
"https://www.google.com/maps/contrib/101530715583927040818/reviews?hl=es","Urban Traveler","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURjMU1mZ29BRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURjMU1mZ29BRRIqChZDSUhNMG9nS0VJQ0FnSURjMU1mZ1lBEhBDZ29JaWNteDlnVVE4TUZOGisKF0NJSE0wb2dLRUlDQWdJRGMxTWZnNEFFEhBDZ29JaWNteDlnVVE4TUZOIhIJAAAAAAAAAAARtK6uSm6TseAqEENnb0lpY214OWdVUThNRk4&wv=1&d=286732336&gsas=1","Hace 4 años","The shopping mall in front is really good!"
"https://www.google.com/maps/contrib/105923583691045653286/reviews?hl=es","Serie Adicto","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURZbi1tZjR3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURZbi1tZjR3RRotChZDSUhNMG9nS0VJQ0FnSURZbi1tZkV3EhNDZ3dJdkttMTV3VVEtTkNmakFJIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0l2S20xNXdVUS1OQ2ZqQUk&wv=1&d=286732336&gsas=1","Hace 5 años",""
"https://www.google.com/maps/contrib/114687716554806254123/reviews?hl=es","Berta Rivera","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURZaTZMSlFREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURZaTZMSlFRGi4KF0NJSE0wb2dLRUlDQWdJRFlpNkxKd1FFEhNDZ3dJdGRHVjV3VVF1TUNEcndFIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0l0ZEdWNXdVUXVNQ0Ryd0U&wv=1&d=286732336&gsas=1","Hace 5 años",""
"https://www.google.com/maps/contrib/104285780086822534483/reviews?hl=es","juancho","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUR3Z3ViYmdRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUR3Z3ViYmdRRRotChZDSUhNMG9nS0VJQ0FnSUR3Z3ViYlFREhNDZ3dJN2RuLTNRVVEwSzZBdVFNIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0k3ZG4tM1FVUTBLNkF1UU0&wv=1&d=286732336&gsas=1","Hace 5 años",""
"https://www.google.com/maps/contrib/103232572097218954727/reviews?hl=es","Asier Blanco","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURBanVtWGpRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURBanVtWGpRRRotChdDSUhNMG9nS0VJQ0FnSURBanVtWHpRRRISQ2dzSTl1enIxd1VRd09iV1RnIhIJAAAAAAAAAAARtK6uSm6TseAqEkNnc0k5dXpyMXdVUXdPYldUZw&wv=1&d=286732336&gsas=1","Hace 6 años",""
"https://www.google.com/maps/contrib/111951067894094211917/reviews?hl=es","Fernando Figueredo","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURncjdfOFJnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURncjdfOFJnGi4KF0NJSE0wb2dLRUlDQWdJRGdyN184eGdFEhNDZ3dJelpUZnpnVVFnTlRtbndNIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0l6WlRmemdVUWdOVG1ud00&wv=1&d=286732336&gsas=1","Hace 6 años",""
"https://www.google.com/maps/contrib/105198969957920142991/reviews?hl=es","Juan Diego del Prado Sánchez","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN3MmZPaFR3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUN3MmZPaFR3Gi4KF0NJSE0wb2dLRUlDQWdJQ3cyZk9oendFEhNDZ3dJNjYyX3pRVVFnS3VxZ0FNIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0k2NjJfelFVUWdLdXFnQU0&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/107694295866219778587/reviews?hl=es","Juan Carlos Lopez","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNRNl91WWZBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNRNl91WWZBGi4KF0NJSE0wb2dLRUlDQWdJQ1E2X3VZX0FFEhNDZ3dJbExhWXl3VVFnUFNXeWdFIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0lsTGFZeXdVUWdQU1d5Z0U&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/112256778098121688286/reviews?hl=es","Antonio Lazaro","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURnbDZLOWlBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURnbDZLOWlBRRotChZDSUhNMG9nS0VJQ0FnSURnbDZLOVNBEhNDZ3dJdDdmMnlBVVF3SVRZN2dJIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0l0N2YyeUFVUXdJVFk3Z0k&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/115906657958674837064/reviews?hl=es","César García Bravo","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNRNm9tSzFRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNRNm9tSzFRRRotChZDSUhNMG9nS0VJQ0FnSUNRNm9tS05REhNDZ3dJMTZMd3lBVVF3S2VidGdNIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0kxNkx3eUFVUXdLZWJ0Z00&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/106738655180513302045/reviews?hl=es","Alvaro Linares Navidad","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN3dXV1Wk53EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUN3dXV1Wk53Gi4KF0NJSE0wb2dLRUlDQWdJQ3d1dXVadHdFEhNDZ3dJbGRtMnh3VVF3Sktka1FJIhIJAAAAAAAAAAARtK6uSm6TseAqE0Nnd0lsZG0yeHdVUXdKS2RrUUk&wv=1&d=286732336&gsas=1","Hace 7 años",""
