Review
"Tranvía frecuente entre semana"
"Bastante cómodo, aunque tarda demasiado hasta Aravaca, para mi gusto"
"Somosaguas centro es una estación del servicio de metro ligero 2 en somosaguas en Madrid España"
"tarda ocho minutos hasta la linea 10 comodo y rapido"
"Un lujo tener el metro ligero en la puerta del trabajo"
